default0\AIRFOILS\5.dat
1.00000 -0.00016
0.97500 -0.00415
0.95000 -0.00813
0.92500 -0.01165
0.90000 -0.01445
0.87500 -0.01638
0.85000 -0.01739
0.82500 -0.01749
0.80000 -0.01674
0.77500 -0.01524
0.75000 -0.01307
0.72500 -0.01033
0.70000 -0.00713
0.67500 -0.00355
0.65000 0.00033
0.62500 0.00444
0.60000 0.00872
0.57500 0.01312
0.55000 0.01760
0.52500 0.02212
0.50000 0.02663
0.47500 0.03110
0.45000 0.03548
0.42500 0.03973
0.40000 0.04377
0.37500 0.04755
0.35000 0.05100
0.32500 0.05403
0.30000 0.05654
0.27500 0.05844
0.25000 0.05963
0.22500 0.05997
0.20000 0.05936
0.17500 0.05765
0.15000 0.05470
0.12500 0.05035
0.10000 0.04442
0.07500 0.03669
0.05000 0.02693
0.02500 0.01482
0.00000 0.00000
0.02500 0.01482
0.05000 0.02693
0.07500 0.03669
0.10000 0.04442
0.12500 0.05035
0.15000 0.05470
0.17500 0.05765
0.20000 0.05936
0.22500 0.05997
0.25000 0.05963
0.27500 0.05844
0.30000 0.05654
0.32500 0.05403
0.35000 0.05100
0.37500 0.04755
0.40000 0.04377
0.42500 0.03973
0.45000 0.03548
0.47500 0.03110
0.50000 0.02663
0.52500 0.02212
0.55000 0.01760
0.57500 0.01312
0.60000 0.00872
0.62500 0.00444
0.65000 0.00033
0.67500 -0.00355
0.70000 -0.00713
0.72500 -0.01033
0.75000 -0.01307
0.77500 -0.01524
0.80000 -0.01674
0.82500 -0.01749
0.85000 -0.01739
0.87500 -0.01638
0.90000 -0.01445
0.92500 -0.01165
0.95000 -0.00813
0.97500 -0.00415
1.00000 -0.00016
