mmalv\AIRFOILS\3.dat
0.97899 0.20392
0.95439 0.19940
0.92980 0.19485
0.90515 0.19061
0.88040 0.18681
0.85557 0.18344
0.83066 0.18044
0.80569 0.17774
0.78066 0.17526
0.75561 0.17297
0.73052 0.17080
0.70541 0.16876
0.68028 0.16681
0.65513 0.16496
0.62996 0.16319
0.60478 0.16148
0.57959 0.15981
0.55440 0.15815
0.52922 0.15645
0.50405 0.15466
0.47892 0.15273
0.45382 0.15061
0.42878 0.14826
0.40378 0.14566
0.37884 0.14278
0.35397 0.13962
0.32915 0.13618
0.30439 0.13246
0.27968 0.12846
0.25504 0.12416
0.23047 0.11951
0.20600 0.11441
0.18165 0.10870
0.15748 0.10216
0.13354 0.09448
0.10992 0.08526
0.08672 0.07405
0.06404 0.06036
0.04197 0.04369
0.02061 0.02363
0.00000 0.00000
0.02061 0.02363
0.04197 0.04369
0.06404 0.06036
0.08672 0.07405
0.10992 0.08526
0.13354 0.09448
0.15748 0.10216
0.18165 0.10870
0.20600 0.11441
0.23047 0.11951
0.25504 0.12416
0.27968 0.12846
0.30439 0.13246
0.32915 0.13618
0.35397 0.13962
0.37884 0.14278
0.40378 0.14566
0.42878 0.14826
0.45382 0.15061
0.47892 0.15273
0.50405 0.15466
0.52922 0.15645
0.55440 0.15815
0.57959 0.15981
0.60478 0.16148
0.62996 0.16319
0.65513 0.16496
0.68028 0.16681
0.70541 0.16876
0.73052 0.17080
0.75561 0.17297
0.78066 0.17526
0.80569 0.17774
0.83066 0.18044
0.85557 0.18344
0.88040 0.18681
0.90515 0.19061
0.92980 0.19485
0.95439 0.19940
0.97899 0.20392
